"abstracts","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"Scintigraphic measurement of oropharyngeal transit in man. Scintigraphic studies of the oropharyngeal transit of a liquid bolus were performed in 15 healthy controls, 12 patients with symptoms of oral-pharyngeal dysphagia, and 13 patients with neuromuscular disease, who did not have dysphagia. Gamma camera imaging of the head, neck, and upper thorax was undertaken, in the lateral projection, during the swallowing of the radiolabeled bolus of water. Inspection of summed images permitted the selection of regions of interest (ROI) to represent the mouth, pharynx, and upper esophagus. Transit times between each ROI were calculated and compared. Significant prolongation of bolus transit time between the mouth and esophagus was present in both patients with and without dysphagia (0.59 +/- 0.38 sec and 0.33 +/- 0.7 sec; mean +/- SD, respectively) compared with controls (0.26 +/- 0.04 sec P less than 0.001, P less than 0.01, respectively, Mann-Whitney U test). Repeat studies in 25 individuals indicated that the transit measurements were more reproducible between swallows in normal subjects than in patients with symptoms. Deglutitive scintigraphy provides a noninvasive technique for the quantitative study of swallowing and its disorders.",241,"1","2024-04-24T21:20:34.360981Z",237,54.85,"2","2024-04-24T21:20:34.360981Z"
"Arginine vasopressin gene expression in chronic cardiac failure in rats. Arginine vasopressin (AVP) is known to be increased in patients and experimental animals with chronic cardiac failure (CCF). The importance of an increase in biosynthesis of AVP in the hypothalamus has, however, not heretofore been investigated and is the purpose of the present study. CCF secondary to infarction of myocardial tissue was induced by ligation of the left anterior descending coronary artery and sham operated animals served as controls. Four weeks later hypothalamic AVP mRNA was determined by solution hybridization using sense and anti-sense strand RNA. The blood pressure was lower in CCF than sham animals (131.2 +/- 3.1 vs. 112.8 +/- 4.0 mm Hg, P less than 0.05) and the total heart, and right and left ventricle weights were significantly higher in CCF rats. Plasma AVP was higher in CCF (sham 6.78 +/- 0.30; CCF 11.46 +/- 0.64 pg/ml, P less than 0.001) and plasma atrial natriuretic peptide was also higher in CCF than sham animals (205 +/- 36 vs. 554 +/- 56 pg/ml, P less than 0.001). The AVP mRNA in hypothalamus was significantly higher in CCF than sham animals (55.5 +/- 3.7 vs. 95.9 +/- 4.0 pg/micrograms total RNA, P less than 0.001). There was no difference in beta-actin mRNA in the hypothalamus of sham and CCF rats, indicating that the AVP-mRNA increase was specific in CCF. These results therefore demonstrate that increased AVP biosynthesis in the hypothalamus, in addition to release of the hormone from the posterior pituitary, may occur in CCF.",242,"1","2024-04-24T21:20:56.951852Z",238,21.398,"4","2024-04-24T21:20:56.951852Z"
"Reversed helper/suppressor T-lymphocyte ratio in bronchoalveolar lavage fluid from patients with breast cancer and Pneumocystis carinii pneumonia. Pneumocystis pneumonia (PCP) usually occurs in patients with hematologic malignancies and acquired immunodeficiency syndrome (AIDS). Patients with solid tumors represent a very small fraction of the reported cases of PCP. Over an 18-month period, PCP was diagnosed in three patients who had received radiation and chemotherapy for breast cancer. In all three patients, there was no serologic or clinical evidence of AIDS. Direct staining of bronchoalveolar lavage fluid (BAL) revealed Pneumocystis carinii, and cellular analysis of BAL revealed an increased percentage of lymphocytes with reversed helper/inducer:suppressor/cytotoxic T-cell (CD4:CD8) ratio. Because decreased CD4:CD8 ratio in BAL is commonly accepted as findings consistent with hypersensitivity pneumonitis and AIDS, we conclude that similar findings in patients without AIDS are not specific for hypersensitivity pneumonitis, and P. carinii should be ruled out in the appropriate clinical setting.",243,"1","2024-04-24T21:21:07.744468Z",239,9.552,"1","2024-04-24T21:21:07.744468Z"
"Angioplasty of coronary bifurcation stenoses: immediate and long-term results of the protecting branch technique. Percutaneous transluminal angioplasty (PTCA) of coronary stenoses involving major bifurcations carries a small but significant risk of side branch occlusion which can be avoided by simultaneously using multiple dilatation systems. Among 1,275 PTCA procedures performed between 1984 and 1988 in 1,035 consecutive patients, 42 double wire procedures were applied (4%) to protect and/or dilate major coronary side branches. A total of 80 coronary stenoses were attempted of which 76 were located on a bifurcation and 4 on other segments. In the first 11 patients (group A), 2 guiding catheters were used and PTCA of each vessel was successfully performed by means of separate double lumen over-the-wire balloon catheters. In the next 31 patients (group B), 2 guidewires were advanced through a single guiding catheter and PTCA was attempted using ""Monorail"" balloon catheters sequentially advanced over the wires. In group B, a successful PTCA was obtained in 29 patients (93%) but twisting of the wires hampered balloon progression in 5 cases, such that dilatation could only be performed by stepping back to a single wire technique. The procedure time in group B was significantly shorter than in group A: 144 +/- 30 versus 230 +/- 52 minutes (p = .01). Repeat angiography was performed in 35 out of 40 patients (87%) after a mean of 180 +/- 46 days following successful PTCA. Angiographic restenosis was present in 37% (24/65) of bifurcation segments which, in our experience, is not significantly different from the angiographic restenosis rate in less complex lesions (248/740; 34%; NS).",244,"1","2024-04-24T21:21:20.986101Z",240,10.151,"4","2024-04-24T21:21:20.986101Z"
"Serum lipids and lipoproteins are less powerful predictors of extracranial carotid artery atherosclerosis than are cigarette smoking and hypertension The effect of serum lipids and lipoproteins on extracranial carotid artery atherosclerosis (CAS) was studied in patients who underwent carotid arteriography. Serum lipid and lipoprotein values along with data on other potential predictors of extracranial CAS were determined in 240 patients who had at least one extracranial carotid artery visualized. In a multiple logistic regression analysis, the independently significant predictors of the presence of extracranial CAS were, in decreasing order of significance, duration of smoking of cigarettes, hypertension, age, and low-density lipoprotein cholesterol. Serum cholesterol, triglycerides, high-density lipoprotein cholesterol, and apolipoprotein A-I did not show an independent effect. Although low-density lipoprotein cholesterol was an independent predictor of the presence of extracranial CAS, its effect as a predictor was far outweighed by the effects of the duration of smoking of cigarettes and a history of hypertension.",245,"1","2024-04-24T21:21:31.153855Z",241,9.125,"4","2024-04-24T21:21:31.153855Z"
"Stimulation of glucagon secretion by gastric inhibitory polypeptide in patients with hepatic cirrhosis and hyperglucagonemia. Porcine gastric inhibitory polypeptide (GIP) was infused iv (120 micrograms in 60 min) in seven patients with biopsy-proven hepatic cirrhosis who had surgical porta-caval anastomoses and hyperglucagonemia in the postabsorptive state. The infusions resulted in elevation of blood levels of immunoreactive GIP into the upper range of those observed after ingestion of large mixed meals. This was accompanied by significant increments in immunoreactive glucagon (IRG) in the plasma. Similar infusions in two cirrhotic patients with surgical porta-caval anastomoses who had normal plasma IRG levels in the postabsorptive state had no effect on the plasma IRG level. Ingestion of triglyceride (60 g) in hyperglucagonemic cirrhotic patients with porta-caval anastomoses also resulted in elevation of plasma immunoreactive GIP, and this was again associated with significant elevation of the plasma IRG level. Chromatography studies showed that the increments in plasma IRG after the administration of GIP or triglyceride were largely accounted for by increases in pancreatic-type glucagon. There were no significant effects of administration of GIP or triglyceride on the blood levels of glucose or immunoreactive insulin. It is concluded that porcine GIP is glucagonotropic in patients with cirrhosis of the liver who show elevated levels of IRG in the plasma in the postabsorptive state. This effect is not due to diversion of portal blood to the systemic circulation and may be attributable to hypersensitivity of the alpha-cells to stimulation by GIP.",246,"1","2024-04-24T21:21:41.689644Z",242,9.492,"2","2024-04-24T21:21:41.689644Z"
"Surgeons, surgery, and immunomodulation. With the definition over the past 15 years of the altered immune state of surgical patients as a result of disease itself and surgical therapy, there have been multiple approaches to the modulation of immune status in experimental or clinical situations, but with conflicting or unhelpful results. The variable that has never been assessed is the significance of the surgeon as an immunomodulator. The expediency and the quality of the surgical act in a variety of surgical diseases have a positive effect on the immune system. Indeed, the data indicate that correction of shock, drainage of infection, excision or drainage of necrotic material, restoration of body composition, and solid basic care all have a positive influence on patients' immune responses. An immunomodulator might get credit if the role of surgical care is not properly assessed. A framework for the study of immunomodulators with the integration of clinical behavior is outlined.",247,"1","2024-04-24T21:22:06.093977Z",243,23.409,"5","2024-04-24T21:22:06.093977Z"
"Ankylosing spondylitis with exuberant sclerosis in the sacroiliac joints, symphysis pubis and spine. We report the case of a man with ankylosing spondylitis involving the symphysis pubis and some intervertebral discs in addition to the sacroiliac joints. The bone adjacent to each inflammatory area showed an unusually exuberant sclerosis. In the early phases of evolution the appearance of sacroilitis was indistinguishable from that of osteitis condensans ilii.",248,"1","2024-04-24T21:22:15.802149Z",244,8.712,"5","2024-04-24T21:22:15.802149Z"
"Hepatic infarction in preeclampsia. Two cases of hepatic infarction in toxemia of pregnancy are described. Both patients had associated laboratory findings of the HELLP syndrome (hemolytic anemia, elevated liver enzyme levels, and low platelet levels). Computed tomography (CT) showed nonenhancing low-attenuation areas varying in configuration from peripheral, well-defined, wedge-shaped lesions to larger abnormalities. Magnetic resonance imaging showed a corresponding area of low signal intensity on T1-weighted images with high signal intensity on T2-weighted images. Ultrasound showed several well-defined peripheral hypoechoic areas. The low attenuation and lack of enhancement on CT scans and the absence of mass effect are the key distinguishing features.",249,"1","2024-04-24T21:22:34.917981Z",245,17.92,"2","2024-04-24T21:22:34.917981Z"
"Fetal choroid plexus cysts: a prospective study and review of the literature. To determine the incidence and significance of fetal choroid plexus cysts, a prospective study was carried out at Queen's Medical Centre, Nottingham. The incidence of cysts was found to be 0.42% and the size of cysts varied from 3 to 13 mm with a mean diameter of 6.2 mm. Choroid plexus cysts were associated with other fetal abnormalities in three cases, two of which were subsequently found to have a chromosomal abnormality, one Trisomy 18 and one Trisomy 21. A review of the reported cases of choroid plexus cysts reveals an overall incidence of 5.8% for Trisomy 18. We therefore recommend that in patients with choroid plexus cysts a detailed scan should be carried out to look for the ultrasound markers of Trisomy 18. If there is an associated abnormality or cysts are large (13 mm or greater in diameter) and bilateral then a karyotyping should be carried out.",250,"1","2024-04-24T21:22:44.956903Z",246,8.811,"5","2024-04-24T21:22:44.956903Z"
"Long-term efficacy of primary laser trabeculoplasty. Sixty glaucomatous eyes of 60 patients treated with laser trabeculoplasty as primary therapy were reviewed retrospectively. There were 42 eyes with capsular glaucoma and 18 with simple glaucoma. The mean prelaser intraocular pressure (IOP) was 35.2 (SD = 6.5) mmHg. Success was defined as IOP less than or equal to 22 mmHg without medication. The probability of success was 0.73 at 1 year, 0.66 at 2 years, 0.57 at 3 years, and 0.50 at 4 years. Three eyes experienced progressive visual field loss or disc damage in spite of an intraocular pressure below 22 mmHg without medication. High prelaser pressure and the severity of the visual field defects were significant predictors of treatment failure.",251,"1","2024-04-24T21:22:55.170895Z",247,9.233,"5","2024-04-24T21:22:55.170895Z"
"Transoesophageal pacing for perioperative control of neonatal paroxysmal supraventricular tachycardia. The perioperative management of a 16-day-old infant with recurrent supraventricular tachycardia (SVT) is discussed. Vagal manoeuvres and medication were not adequate in controlling the SVT. Since the patient was scheduled for extensive surgery in the prone position, it was decided to use transoesophageal pacing as the method of choice for conversion of SVT. Transoesophageal pacing succeeded several times in overriding the SVT and restoring normal heart rate and haemodynamic variables. The advantages and disadvantages of various methods of treating SVT in the newborn are discussed.",252,"1","2024-04-24T21:23:06.597051Z",248,10.279,"4","2024-04-24T21:23:06.597051Z"
"Experimental obliterative cholangitis. A model for the study of biliary atresia. Noninfectious obliterative cholangitis results from biliary tract inflammation in clinical conditions such as biliary atresia and sclerosing cholangitis. The purpose of this study was to develop an animal model of noninfectious biliary tract inflammation and fibrosis. An implantable osmotic pump was connected to a catheter placed into the gallbladder of hamsters. Phorbol myristate acetate (PMA) was infused into the biliary tract for periods of 6 hours to 28 days. After 7 days the animals developed neutrophil infiltration, cellular necrosis, and edema of the biliary ducts. After 14 days, the animals demonstrated intrahepatic cholestasis with bile duct fibrosis and acute and chronic inflammatory cell infiltration. By 28 days pronounced portal fibrosis was present, some of which created an early bridging cirrhosis pattern. In addition there was evidence of neocholangiogenesis. We conclude that long-term PMA infusion into the biliary tract generates an inflammatory response characterized by obliterative cholangitis and fibrosis, sharing many of the histologic features of human biliary atresia. This model may provide a relatively simple technique for investigating the process of nonpyogenic biliary tract inflammation.",253,"1","2024-04-24T21:23:15.069069Z",249,5.83,"2","2024-04-24T21:23:15.069069Z"
"Detection, prevalence, and prognosis of asymptomatic carcinoma of the cervix. Between 1979-1986, 82 of 407 patients (20%) treated for infiltrative carcinoma of the cervix were asymptomatic at the time of diagnosis. Sixteen (20%) of these 82 patients had stage IA, 60 (73%) had stage IB, and six (7%) had stage IIA disease. Asymptomatic patients represented 16 of 23 (70%) of stage IA, 60 of 196 (31%) of stage IB, and six of 77 (8%) of stage IIA. In the Netherlands, population screening for cervical carcinoma is conducted on women aged 35-55 years. To examine the prevalence of asymptomatic cervical carcinoma and the way in which it was detected in different age groups, we studied the patients referred to our department. Among the patients younger than 35 years with cervical carcinoma, 20 of 70 (29%) were asymptomatic with disease detected by incidental screening, whereas eight of 177 (5%) in the group 55 years or older had been detected by incidental screening. In the age category 35-55 years, 54 of 160 (34%) were asymptomatic. Patients aged 35-55 years had undergone population screening or incidental screening. In the patients 55 years or older, asymptomatic disease was significantly less prevalent than in younger patients. Only one of the 66 asymptomatic patients in stage IB or higher suffered tumor recurrence. Among symptomatic patients, 25 of 136 (18%) with stage IB and 17 of 71 (24%) with stage IIA had tumor recurrence. Despite the favorable prognosis of patients with asymptomatic carcinoma, asymptomatic presentation could not be shown to be a significant prognostic factor, as were tumor diameter and lymph node status.",254,"1","2024-04-24T21:23:23.561708Z",250,7.477,"1","2024-04-24T21:23:23.561708Z"
"Treatment of vaginal candidiasis: orally or vaginally? Vaginal candidiasis continues to be the most common cause of vaginal discharge. A large variety of topical drugs and a selection of orally active antifungals are currently available. The choice between the use of oral drugs or intravaginal agents will depend on the therapeutic results obtained with the different agents, side effects, pregnancy status, and patient preference. The results obtained in the Maria Hospital, Tilburg, The Netherlands, and a review of foreign data suggest the following: (1) For acute infection oral and topical agents produce equivalent results. (2) For chronic infections oral medication is preferred. (3) Oral therapy should not be given to pregnant patients or to patients not using reliable contraceptive measures. (4) Half the patients prefer oral medication; only 5% prefer intravaginal therapy, and the others had no clear preference.",255,"1","2024-04-24T21:23:31.105231Z",251,6.141,"5","2024-04-24T21:23:31.105231Z"
"Reappraisal of surgical treatment of traumatic transection of the thoracic aorta. Since Crawford's report in 1973, repair of traumatic transection of the thoracic aorta without shunt or bypass has emerged as a popular technique which simplifies the operation and avoids use of heparin. Growing evidence, however, indicates that the incidence of paraplegia is higher with this method and may outweigh its advantages. With this in mind, we have examined our experience with 40 patients who underwent repair of aortic transection from 1975-1988. The operated patients in our series all survived. Fourteen were repaired using some type of bypass or shunt, none of whom developed paraplegia. The remaining 26 patients were repaired without a shunt and 9 (34.6%) developed paraplegia or paraparesis (p less than 0.02). Paraplegia was related to aortic occlusion time (p less than 0.002). It did not occur in 11 patients with times less than 27 minutes, but happened in 2 of 8 patients with times between 28 and 35 minutes and in all 7 patients with clamp times over 35 minutes. These data suggest that shunt or bypass should be used in most cases of aortic transection.",256,"1","2024-04-24T21:23:40.917766Z",252,8.792,"4","2024-04-24T21:23:40.917766Z"
"Presentation and management of an acute caffeine overdose. A one-year-old white female ingested approximately two to three grams of caffeine (200-300 mg/kg). The patient survived the ingestion with a maximum caffeine concentration of 385 micrograms/ml four hours postingestion. The child developed ventricular arrhythmias, seizures, metabolic disturbances, and severe pulmonary edema. She survived without apparent long-term sequelae despite having reached a serum caffeine concentration that is the second highest reported level in a survivor.",257,"1","2024-04-24T21:23:48.926649Z",253,6.957,"5","2024-04-24T21:23:48.926649Z"
"Metoprolol for aggressive behavior in persons with mental retardation. Persons with mental retardation sometimes exhibit behaviors that are difficult to control. Use of neuroleptic medications may be limited by side effects or ineffectiveness. Beta blockers such as propranolol and metoprolol have been shown to decrease aggressive and impulsive behaviors in some patients with mental retardation.",258,"1","2024-04-24T21:25:01.177480Z",254,33.824,"5","2024-04-24T21:25:01.177480Z"
"Gastric infarction. We have described a patient with an acute condition of the abdomen who had infarction of the stomach and the small intestine due to atheromatous thrombus of celiac and superior mesenteric arteries. We believe this unusual simultaneous occurrence of gastric and small intestinal infarction is coincidental. The outcome of gastric infarction is frequently fatal.",259,"1","2024-04-24T21:25:08.589285Z",255,6.372,"2","2024-04-24T21:25:08.589285Z"
"Indications for distal arterial reconstruction in the presence of palpable pedal pulses. Eight patients with severe pedal ischemia in the presence of palpable foot pulses are described. All had atherosclerosis, and seven patients also had diabetes. There were two anatomic patterns of disease, including supramalleolar obstruction with reconstitution of pulsatile flow in three patients and segmental occlusion of the pedal vessels in five. All patients underwent arterial reconstructive surgery. Patency was sustained in six patients, with limb salvage in five and below-knee amputation in one patient for persistent necrosis and infection of an open amputation. Of the two eventual bypass failures, a transmetatarsal amputation continued to heal in one patient, and the other required amputation below the knee. Palpable pedal pulses and satisfactory ankle/brachial indexes did not rule out the presence of surgically correctable distal arterial occlusive disease. Therefore arteriography is indicated in any patient with persistent forefoot ischemia that fails to respond to conservative measures. The safety and patency of the distal reconstructive procedures performed in this series suggest that salvage of weight-bearing tissue and rapid healing, as well as limb salvage, are legitimate indications for revascularization.",260,"1","2024-04-24T21:25:55.495422Z",256,45.831,"4","2024-04-24T21:25:55.495422Z"
"Intraperitoneal femoral venous catheter insertion with free blood return in presence of tense hemoperitoneum. The authors report a case of intraperitoneal insertion of a femoral venous catheter, with blood return, in a patient with hemoperitoneum. In such patients, skin puncture at or below the inguinal ligament is important. Aspiration of unusually dark blood and medial catheter location should raise the possibility of intraperitoneal catheter placement.",261,"1","2024-04-24T21:26:19.698343Z",257,22.935,"5","2024-04-24T21:26:19.698343Z"
"Left and right ventricular flows by Doppler echocardiography: serial measurements in patients with aortic regurgitation during exercise, cold pressor stimulation, and vasodilation. To test the practicality of Doppler echocardiography to measure serial change, biventricular outputs were measured in 15 patients with aortic regurgitation during control periods and during interventions of bicycle exercise, cold pressor stimulation, and vasodilation. Biventricular stroke volumes were measured in 10 normal subjects for validation of methods and differed by 2.8%. Reading errors were 3.7%. Signal quality improved between the first and last observation (p less than 0.05). Velocity signals were corrected for intercept angles, which averaged 12 and 19 degrees for right heart flows and 31 and 32 degrees for the left side of the heart in all subjects. Negative correlations occurred between intercept angles and the chronologic order in which the patients were studied for left (p = 0.02) and right (p = 0.05) flows. Mean flow areas varied 9% in the left ventricle and 20% in the right ventricle. Total variability for measuring flow determined from control values was 11% to 13%. When twice the variability was used as the detectable level of change, only exercise provoked real increases in biventricular flows in the majority of patients. We conclude that serial measurements of flow by Doppler echocardiographic methods had to exceed 20% to 25% to achieve significant change. Measuring intercept angle, resolving flow area, and learning are variables that need greater emphasis.",262,"1","2024-04-24T21:26:35.815206Z",258,14.977,"4","2024-04-24T21:26:35.815206Z"
"Mallory-Weiss syndrome after cardiopulmonary resuscitation. We report hematemesis from Mallory-Weiss tears after successful cardiopulmonary resuscitation (CPR). A computer search of the English language literature disclosed only 3 similar cases, and we review them. This complication of CPR may occur more frequently than recognized and should be prevented by careful technique.",263,"1","2024-04-24T21:26:44.774491Z",259,5.876,"2","2024-04-24T21:26:44.774491Z"
